Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
mnist,RF,3,18,30.22,0,0,error
mnist,RF,3,30,31.09,5,6,6
mnist,RF,3,32,21.05,5,2,2
mnist,RF,3,44,8.53,5,7,7
mnist,RF,3,51,72.54,5,1,4
mnist,RF,3,63,16.54,5,1,1
mnist,RF,3,68,29.5,0,0,error
mnist,RF,3,76,15.48,5,5,5
mnist,RF,3,87,12.97,5,5,6
mnist,RF,3,90,28.1,5,3,5
mnist,RF,3,93,44.94,5,2,6
mnist,RF,3,112,9.1,5,11,11
mnist,RF,3,142,58.32,2,4,4
mnist,RF,3,158,27.81,0,0,error
mnist,RF,3,173,16.16,3,4,4
mnist,RF,3,195,29.09,0,0,error
mnist,RF,3,200,29.48,0,0,error
mnist,RF,3,205,13.19,5,5,6
mnist,RF,3,213,8.36,5,11,11
mnist,RF,3,216,37.96,5,6,6
mnist,RF,3,230,12.77,5,3,3
mnist,RF,3,231,10.56,5,8,8
mnist,RF,3,245,29.65,0,0,error
mnist,RF,3,270,30.68,5,2,4
mnist,RF,3,309,13.8,5,5,6
mnist,RF,3,310,16.49,5,4,4
mnist,RF,3,313,9.78,0,0,0
mnist,RF,3,323,29.77,5,6,6
mnist,RF,3,334,20.02,5,5,5
mnist,RF,3,335,11.0,5,7,8
mnist,RF,3,343,23.42,5,3,3
mnist,RF,3,349,28.33,0,0,error
mnist,RF,3,369,13.44,5,4,4
mnist,RF,3,381,29.48,0,0,error
mnist,RF,3,382,19.53,5,1,2
mnist,RF,3,402,16.0,5,4,4
mnist,RF,3,408,11.01,5,2,3
mnist,RF,3,437,29.44,0,0,error
mnist,RF,3,442,30.64,4,1,2
mnist,RF,3,449,8.39,0,0,0
mnist,RF,3,450,32.12,5,2,5
mnist,RF,3,451,29.72,0,0,error
mnist,RF,3,453,29.84,0,0,error
mnist,RF,3,464,29.82,0,0,error
mnist,RF,3,493,22.54,5,1,2
mnist,RF,3,500,13.91,5,2,2
mnist,RF,3,505,9.03,5,1,1
mnist,RF,3,507,10.68,0,1,1
mnist,RF,3,515,10.62,0,1,1
mnist,RF,3,524,23.38,5,3,4
