Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
mnist,DNN,1,2,9.78,5,2,2
mnist,DNN,1,5,8.8,5,2,2
mnist,DNN,1,14,8.07,5,2,2
mnist,DNN,1,29,8.72,5,2,2
mnist,DNN,1,31,8.85,5,2,2
mnist,DNN,1,37,9.95,5,2,2
mnist,DNN,1,39,8.86,5,2,2
mnist,DNN,1,40,12.97,5,1,2
mnist,DNN,1,46,10.97,5,3,3
mnist,DNN,1,57,9.68,5,2,2
mnist,DNN,1,74,10.04,5,1,1
mnist,DNN,1,89,8.79,5,4,4
mnist,DNN,1,94,27.89,0,0,error
mnist,DNN,1,96,9.2,5,2,2
mnist,DNN,1,107,7.69,5,1,1
mnist,DNN,1,135,8.16,5,0,0
mnist,DNN,1,137,13.55,5,3,4
mnist,DNN,1,143,7.99,5,0,0
mnist,DNN,1,145,7.65,5,2,2
mnist,DNN,1,154,9.73,5,1,1
mnist,DNN,1,168,7.86,5,2,2
mnist,DNN,1,176,14.13,5,3,4
mnist,DNN,1,178,8.42,5,1,1
mnist,DNN,1,180,9.01,5,1,1
mnist,DNN,1,189,8.26,5,2,2
mnist,DNN,1,190,10.17,5,1,1
mnist,DNN,1,191,7.13,5,1,1
mnist,DNN,1,196,7.72,5,1,1
mnist,DNN,1,202,8.73,5,1,1
mnist,DNN,1,203,8.71,5,2,2
mnist,DNN,1,204,9.48,5,2,2
mnist,DNN,1,224,8.87,5,1,1
mnist,DNN,1,228,9.5,5,4,4
mnist,DNN,1,239,8.49,5,1,1
mnist,DNN,1,251,9.52,5,3,3
mnist,DNN,1,265,7.78,5,2,2
mnist,DNN,1,267,7.79,5,3,3
mnist,DNN,1,272,9.64,5,1,1
mnist,DNN,1,276,7.94,5,1,2
mnist,DNN,1,279,9.93,5,1,1
mnist,DNN,1,288,9.46,5,2,2
mnist,DNN,1,302,8.28,5,1,1
mnist,DNN,1,314,7.82,5,1,1
mnist,DNN,1,329,7.73,5,2,2
mnist,DNN,1,330,8.51,5,1,1
mnist,DNN,1,332,9.43,5,1,1
mnist,DNN,1,342,7.8,5,1,2
mnist,DNN,1,345,8.01,5,2,2
mnist,DNN,1,348,8.44,5,2,2
mnist,DNN,1,350,27.18,0,0,error
