Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
mnist,RF,1,2,19.89,5,2,4
mnist,RF,1,5,12.92,5,2,3
mnist,RF,1,14,26.0,5,4,4
mnist,RF,1,29,13.35,5,2,3
mnist,RF,1,31,18.14,5,2,3
mnist,RF,1,37,20.83,5,2,3
mnist,RF,1,39,16.31,5,3,4
mnist,RF,1,40,13.18,5,5,5
mnist,RF,1,46,19.54,5,3,3
mnist,RF,1,57,17.6,5,3,4
mnist,RF,1,74,18.68,3,2,3
mnist,RF,1,89,16.24,5,7,8
mnist,RF,1,94,29.39,0,0,error
mnist,RF,1,96,10.9,5,3,3
mnist,RF,1,107,12.21,5,4,4
mnist,RF,1,135,17.53,5,3,4
mnist,RF,1,137,10.13,5,5,5
mnist,RF,1,143,17.71,5,4,4
mnist,RF,1,145,17.82,5,2,3
mnist,RF,1,154,9.12,3,3,4
mnist,RF,1,168,8.6,4,2,2
mnist,RF,1,176,20.9,5,3,3
mnist,RF,1,178,14.93,5,2,3
mnist,RF,1,180,30.29,0,0,error
mnist,RF,1,189,11.09,0,2,2
mnist,RF,1,190,30.13,0,0,error
mnist,RF,1,191,13.17,5,3,3
mnist,RF,1,196,11.83,5,3,3
mnist,RF,1,202,11.7,5,2,3
mnist,RF,1,203,13.41,5,0,0
mnist,RF,1,204,15.65,5,3,4
mnist,RF,1,224,12.89,5,3,3
mnist,RF,1,228,10.67,5,6,6
mnist,RF,1,239,17.99,5,2,3
mnist,RF,1,251,25.72,5,4,4
mnist,RF,1,265,16.8,5,3,3
mnist,RF,1,267,14.94,5,3,3
mnist,RF,1,272,18.39,5,2,3
mnist,RF,1,276,17.55,5,1,1
mnist,RF,1,279,9.9,3,3,4
mnist,RF,1,288,16.07,5,2,3
mnist,RF,1,302,10.07,1,2,2
mnist,RF,1,314,9.57,2,2,2
mnist,RF,1,329,12.91,5,3,3
mnist,RF,1,330,15.99,5,0,0
mnist,RF,1,332,15.06,5,2,3
mnist,RF,1,342,15.24,5,0,0
mnist,RF,1,345,11.93,5,3,3
mnist,RF,1,348,14.73,5,3,3
mnist,RF,1,350,19.05,5,3,3
