Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
mnist,DNN,0,3,11.78,5,0,1
mnist,DNN,0,10,13.68,5,1,2
mnist,DNN,0,13,19.7,5,2,4
mnist,DNN,0,25,17.6,5,4,6
mnist,DNN,0,28,7.78,5,0,1
mnist,DNN,0,55,7.38,5,1,1
mnist,DNN,0,69,14.0,5,1,3
mnist,DNN,0,71,7.47,5,0,0
mnist,DNN,0,101,19.21,5,2,4
mnist,DNN,0,126,14.1,5,1,2
mnist,DNN,0,136,7.82,5,1,1
mnist,DNN,0,148,7.34,5,1,1
mnist,DNN,0,157,8.01,5,1,1
mnist,DNN,0,183,13.68,5,0,1
mnist,DNN,0,188,12.77,5,2,3
mnist,DNN,0,192,8.45,5,3,3
mnist,DNN,0,194,7.46,5,1,1
mnist,DNN,0,215,7.66,5,1,1
mnist,DNN,0,246,14.92,5,0,1
mnist,DNN,0,269,7.83,5,2,2
mnist,DNN,0,271,7.78,5,1,2
mnist,DNN,0,294,7.35,5,1,1
mnist,DNN,0,296,14.56,5,2,3
mnist,DNN,0,297,13.1,5,0,2
mnist,DNN,0,305,13.07,5,1,2
mnist,DNN,0,311,7.7,5,1,1
mnist,DNN,0,312,7.85,5,1,2
mnist,DNN,0,324,26.94,0,0,error
mnist,DNN,0,327,7.43,5,1,2
mnist,DNN,0,346,7.82,5,1,1
mnist,DNN,0,365,7.32,5,1,1
mnist,DNN,0,372,14.32,5,1,2
mnist,DNN,0,380,13.75,5,1,2
mnist,DNN,0,407,8.47,5,1,1
mnist,DNN,0,424,12.78,5,0,2
mnist,DNN,0,440,7.38,5,0,0
mnist,DNN,0,441,7.71,5,1,1
mnist,DNN,0,443,27.29,0,0,error
mnist,DNN,0,459,8.28,5,1,3
mnist,DNN,0,485,8.35,5,4,4
mnist,DNN,0,490,8.39,5,4,4
mnist,DNN,0,498,8.03,5,1,1
mnist,DNN,0,525,12.86,5,3,3
mnist,DNN,0,545,8.23,5,1,1
mnist,DNN,0,546,7.19,5,0,0
mnist,DNN,0,552,20.41,5,2,4
mnist,DNN,0,561,9.07,5,2,2
mnist,DNN,0,564,8.61,5,3,3
mnist,DNN,0,567,8.47,5,4,4
mnist,DNN,0,581,7.59,5,0,0
