Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
mnist,DNN,9,7,13.3,5,2,2
mnist,DNN,9,9,27.32,5,5,5
mnist,DNN,9,12,13.2,5,3,4
mnist,DNN,9,16,11.13,5,0,2
mnist,DNN,9,20,25.0,5,2,3
mnist,DNN,9,58,19.42,5,2,5
mnist,DNN,9,62,27.1,0,0,error
mnist,DNN,9,73,26.28,0,0,error
mnist,DNN,9,78,10.18,5,8,8
mnist,DNN,9,92,7.51,0,3,4
mnist,DNN,9,99,8.36,5,1,1
mnist,DNN,9,104,13.29,5,2,5
mnist,DNN,9,105,14.79,5,3,5
mnist,DNN,9,108,8.7,5,3,3
mnist,DNN,9,113,11.92,5,4,4
mnist,DNN,9,118,17.1,5,1,1
mnist,DNN,9,125,54.44,5,1,3
mnist,DNN,9,150,68.94,5,2,3
mnist,DNN,9,151,26.95,0,0,error
mnist,DNN,9,185,8.47,5,3,5
mnist,DNN,9,193,26.87,0,0,error
mnist,DNN,9,206,15.68,5,4,5
mnist,DNN,9,209,26.9,0,0,error
mnist,DNN,9,212,27.15,0,0,error
mnist,DNN,9,214,68.1,5,2,3
mnist,DNN,9,235,14.77,5,4,5
mnist,DNN,9,241,27.52,0,0,error
mnist,DNN,9,252,12.91,5,3,3
mnist,DNN,9,264,10.7,5,2,2
mnist,DNN,9,273,49.7,5,2,2
mnist,DNN,9,274,19.81,5,3,4
mnist,DNN,9,281,8.7,5,3,3
mnist,DNN,9,284,10.6,5,4,4
mnist,DNN,9,292,11.69,5,2,3
mnist,DNN,9,315,12.55,5,4,5
mnist,DNN,9,320,27.32,0,0,error
mnist,DNN,9,322,16.86,5,2,4
mnist,DNN,9,336,9.23,5,1,1
mnist,DNN,9,359,27.89,5,4,4
mnist,DNN,9,389,23.73,5,3,5
mnist,DNN,9,394,9.15,5,3,4
mnist,DNN,9,414,8.85,5,2,2
mnist,DNN,9,417,10.76,5,2,5
mnist,DNN,9,422,10.63,5,4,4
mnist,DNN,9,426,9.16,5,8,8
mnist,DNN,9,434,10.53,5,5,5
mnist,DNN,9,448,26.87,0,0,error
mnist,DNN,9,454,12.19,5,4,4
mnist,DNN,9,471,26.35,0,0,error
mnist,DNN,9,479,27.22,0,0,error
