Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
emnist,DNN,8,5600,27.14,1,2,4
emnist,DNN,8,5601,11.02,0,0,0
emnist,DNN,8,5602,8.58,5,1,1
emnist,DNN,8,5603,10.68,0,1,1
emnist,DNN,8,5604,11.66,1,0,0
emnist,DNN,8,5605,318.04,0,0,error
emnist,DNN,8,5606,20.57,0,3,4
emnist,DNN,8,5607,320.42,0,0,error
emnist,DNN,8,5608,320.38,0,0,error
emnist,DNN,8,5609,58.12,0,3,3
emnist,DNN,8,5610,318.03,0,0,error
emnist,DNN,8,5611,9.85,0,0,0
emnist,DNN,8,5612,14.88,0,0,0
emnist,DNN,8,5613,318.85,0,0,error
emnist,DNN,8,5614,10.21,0,4,4
emnist,DNN,8,5615,318.19,0,0,error
emnist,DNN,8,5616,19.57,1,0,1
emnist,DNN,8,5617,98.5,0,0,0
emnist,DNN,8,5618,318.16,0,0,error
emnist,DNN,8,5619,15.95,0,2,3
emnist,DNN,8,5620,62.78,0,0,0
emnist,DNN,8,5621,320.9,0,0,error
emnist,DNN,8,5622,17.21,0,2,3
emnist,DNN,8,5623,21.29,0,0,0
emnist,DNN,8,5624,24.12,0,0,0
emnist,DNN,8,5625,14.47,0,0,0
emnist,DNN,8,5626,42.02,0,4,4
emnist,DNN,8,5627,316.77,0,0,error
emnist,DNN,8,5628,28.27,0,1,1
emnist,DNN,8,5629,19.17,0,4,4
emnist,DNN,8,5630,21.62,0,2,2
emnist,DNN,8,5631,321.0,0,0,error
emnist,DNN,8,5632,318.56,0,0,error
emnist,DNN,8,5633,44.48,0,1,1
emnist,DNN,8,5634,15.13,0,2,4
emnist,DNN,8,5635,9.77,0,1,1
emnist,DNN,8,5636,50.62,1,2,4
emnist,DNN,8,5637,318.44,0,0,error
emnist,DNN,8,5638,21.89,0,2,3
emnist,DNN,8,5639,9.0,0,3,3
emnist,DNN,8,5640,17.59,0,2,3
emnist,DNN,8,5641,16.54,0,3,3
emnist,DNN,8,5642,321.44,0,0,error
emnist,DNN,8,5643,319.19,0,0,error
emnist,DNN,8,5644,9.13,0,3,4
emnist,DNN,8,5645,322.54,0,0,error
emnist,DNN,8,5646,66.18,0,1,1
emnist,DNN,8,5647,320.08,0,0,error
emnist,DNN,8,5648,11.71,1,0,0
emnist,DNN,8,5649,21.75,2,0,0
