Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
emnist,DNN,9,6400,12.29,5,0,0
emnist,DNN,9,6401,26.33,5,2,4
emnist,DNN,9,6402,16.9,5,4,4
emnist,DNN,9,6403,8.7,5,0,0
emnist,DNN,9,6404,13.02,5,0,0
emnist,DNN,9,6405,8.27,5,1,1
emnist,DNN,9,6406,17.41,5,2,2
emnist,DNN,9,6407,8.88,5,1,1
emnist,DNN,9,6408,8.81,5,0,0
emnist,DNN,9,6409,10.46,5,0,3
emnist,DNN,9,6410,35.82,5,0,0
emnist,DNN,9,6411,8.49,5,1,1
emnist,DNN,9,6412,27.68,5,0,6
emnist,DNN,9,6413,10.61,5,0,0
emnist,DNN,9,6414,11.83,5,0,0
emnist,DNN,9,6415,13.42,5,0,0
emnist,DNN,9,6416,10.99,5,0,0
emnist,DNN,9,6417,14.92,2,4,5
emnist,DNN,9,6418,18.54,5,1,2
emnist,DNN,9,6419,10.54,5,0,1
emnist,DNN,9,6420,11.32,5,0,0
emnist,DNN,9,6421,240.93,5,0,0
emnist,DNN,9,6422,43.69,5,0,0
emnist,DNN,9,6423,8.85,5,0,0
emnist,DNN,9,6424,15.25,5,1,4
emnist,DNN,9,6425,15.31,5,0,0
emnist,DNN,9,6426,302.75,5,1,2
emnist,DNN,9,6427,9.28,5,1,5
emnist,DNN,9,6428,10.44,5,1,1
emnist,DNN,9,6429,9.74,5,0,0
emnist,DNN,9,6430,10.73,5,0,0
emnist,DNN,9,6431,16.58,5,0,1
emnist,DNN,9,6432,9.01,5,0,0
emnist,DNN,9,6433,14.74,5,0,2
emnist,DNN,9,6434,38.24,5,0,0
emnist,DNN,9,6435,9.86,5,0,0
emnist,DNN,9,6436,17.27,4,1,2
emnist,DNN,9,6437,42.05,5,0,0
emnist,DNN,9,6438,115.97,5,0,0
emnist,DNN,9,6439,8.8,5,0,0
emnist,DNN,9,6440,30.97,5,0,1
emnist,DNN,9,6441,14.64,5,0,1
emnist,DNN,9,6442,23.21,5,0,6
emnist,DNN,9,6443,10.38,5,1,1
emnist,DNN,9,6444,13.96,5,0,0
emnist,DNN,9,6445,9.6,5,0,0
emnist,DNN,9,6446,7.88,5,0,0
emnist,DNN,9,6447,7.87,5,0,0
emnist,DNN,9,6448,18.3,5,1,7
emnist,DNN,9,6449,17.12,5,0,4
