Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
fashion,RF,4,6,19.76,1,1,3
fashion,RF,4,10,18.8,5,2,3
fashion,RF,4,14,10.29,5,0,1
fashion,RF,4,17,11.46,5,2,2
fashion,RF,4,25,12.92,5,1,1
fashion,RF,4,50,21.34,2,1,2
fashion,RF,4,51,17.65,5,0,2
fashion,RF,4,57,9.98,5,0,0
fashion,RF,4,79,9.86,5,0,0
fashion,RF,4,98,9.39,5,0,0
fashion,RF,4,109,9.71,5,0,0
fashion,RF,4,127,13.63,5,1,2
fashion,RF,4,130,9.58,5,0,0
fashion,RF,4,150,17.08,5,1,1
fashion,RF,4,151,22.87,5,1,1
fashion,RF,4,153,16.33,5,1,2
fashion,RF,4,156,10.83,5,0,0
fashion,RF,4,166,21.78,5,2,4
fashion,RF,4,168,9.84,5,1,1
fashion,RF,4,187,10.15,5,0,0
fashion,RF,4,188,9.43,5,0,0
fashion,RF,4,205,11.69,5,1,2
fashion,RF,4,210,12.68,5,1,2
fashion,RF,4,213,9.78,5,1,2
fashion,RF,4,238,9.78,5,0,0
fashion,RF,4,239,11.53,5,0,0
fashion,RF,4,247,13.98,5,1,1
fashion,RF,4,261,9.69,5,1,2
fashion,RF,4,279,9.53,5,0,0
fashion,RF,4,289,17.64,5,1,2
fashion,RF,4,313,15.8,5,1,1
fashion,RF,4,315,10.0,5,0,0
fashion,RF,4,319,15.86,5,1,1
fashion,RF,4,324,14.09,5,2,2
fashion,RF,4,340,9.31,5,0,1
fashion,RF,4,347,9.03,5,0,0
fashion,RF,4,357,21.53,5,3,4
fashion,RF,4,363,10.64,5,1,1
fashion,RF,4,364,10.24,5,0,1
fashion,RF,4,373,10.15,5,0,0
fashion,RF,4,378,20.55,5,2,6
fashion,RF,4,391,10.45,5,0,0
fashion,RF,4,396,23.19,5,1,3
fashion,RF,4,404,16.98,5,1,2
fashion,RF,4,405,12.56,5,0,1
fashion,RF,4,415,7.92,5,0,0
fashion,RF,4,419,15.5,5,2,2
fashion,RF,4,425,15.6,5,1,2
fashion,RF,4,426,9.61,5,1,1
fashion,RF,4,432,9.83,5,0,0
