Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
mnist,RF,2,1,9.8,5,3,4
mnist,RF,2,35,9.56,5,1,1
mnist,RF,2,38,15.35,5,1,1
mnist,RF,2,43,9.24,5,4,4
mnist,RF,2,47,11.4,5,4,4
mnist,RF,2,72,8.35,5,2,2
mnist,RF,2,77,30.43,0,1,1
mnist,RF,2,82,10.55,5,0,0
mnist,RF,2,106,7.92,5,0,0
mnist,RF,2,119,13.03,0,0,0
mnist,RF,2,147,9.6,5,1,1
mnist,RF,2,149,10.62,5,3,3
mnist,RF,2,172,22.47,5,5,5
mnist,RF,2,174,10.08,5,2,2
mnist,RF,2,186,16.25,5,0,1
mnist,RF,2,199,8.74,5,0,0
mnist,RF,2,208,9.34,5,1,1
mnist,RF,2,221,9.53,5,2,3
mnist,RF,2,222,286.46,0,0,error
mnist,RF,2,225,20.51,5,0,5
mnist,RF,2,236,9.13,5,4,4
mnist,RF,2,237,9.37,5,2,2
mnist,RF,2,244,9.07,5,6,6
mnist,RF,2,249,16.33,5,2,4
mnist,RF,2,256,10.44,5,0,0
mnist,RF,2,258,10.8,5,1,1
mnist,RF,2,278,10.1,5,1,1
mnist,RF,2,280,17.79,5,4,4
mnist,RF,2,285,8.62,5,1,1
mnist,RF,2,291,16.1,5,3,3
mnist,RF,2,293,12.03,5,2,2
mnist,RF,2,298,21.49,5,1,2
mnist,RF,2,303,8.23,5,3,3
mnist,RF,2,306,15.14,5,3,4
mnist,RF,2,318,11.87,5,5,5
mnist,RF,2,321,10.12,0,11,11
mnist,RF,2,326,9.79,5,3,4
mnist,RF,2,331,14.54,5,5,6
mnist,RF,2,362,29.12,3,0,0
mnist,RF,2,363,7.65,5,2,2
mnist,RF,2,371,8.26,5,2,2
mnist,RF,2,387,10.69,5,5,5
mnist,RF,2,390,10.22,5,2,2
mnist,RF,2,396,9.2,5,0,0
mnist,RF,2,400,10.02,5,2,2
mnist,RF,2,404,10.61,5,2,2
mnist,RF,2,418,9.34,5,1,1
mnist,RF,2,421,7.51,5,1,1
mnist,RF,2,423,8.56,5,3,3
mnist,RF,2,444,8.39,0,0,0
