Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
fashion,DNN,7,9,9.4,5,0,0
fashion,DNN,7,12,22.64,0,2,2
fashion,DNN,7,22,8.14,5,0,0
fashion,DNN,7,36,10.15,5,1,1
fashion,DNN,7,38,8.84,5,0,0
fashion,DNN,7,43,9.4,5,1,1
fashion,DNN,7,45,15.02,5,2,2
fashion,DNN,7,60,8.8,5,0,0
fashion,DNN,7,61,9.25,5,0,0
fashion,DNN,7,70,8.73,5,0,0
fashion,DNN,7,93,10.95,5,0,2
fashion,DNN,7,102,9.15,5,1,1
fashion,DNN,7,104,7.66,5,0,0
fashion,DNN,7,112,7.91,5,1,1
fashion,DNN,7,118,9.75,5,1,1
fashion,DNN,7,157,9.18,5,1,1
fashion,DNN,7,160,11.33,5,1,1
fashion,DNN,7,167,13.23,5,3,4
fashion,DNN,7,184,10.43,5,0,0
fashion,DNN,7,189,7.83,5,1,1
fashion,DNN,7,207,8.75,5,0,0
fashion,DNN,7,218,10.54,5,1,1
fashion,DNN,7,224,10.7,5,2,3
fashion,DNN,7,225,9.12,5,1,1
fashion,DNN,7,228,11.57,5,2,2
fashion,DNN,7,230,11.05,5,1,2
fashion,DNN,7,251,8.93,5,0,0
fashion,DNN,7,278,9.93,5,0,0
fashion,DNN,7,287,9.31,5,0,0
fashion,DNN,7,308,7.83,5,0,0
fashion,DNN,7,309,15.33,5,3,4
fashion,DNN,7,326,11.05,5,1,2
fashion,DNN,7,327,8.63,5,0,1
fashion,DNN,7,328,10.09,5,0,1
fashion,DNN,7,331,9.1,4,1,1
fashion,DNN,7,333,9.47,5,1,1
fashion,DNN,7,336,9.45,5,1,1
fashion,DNN,7,351,11.2,5,0,0
fashion,DNN,7,365,10.98,5,1,1
fashion,DNN,7,371,12.01,5,0,2
fashion,DNN,7,402,9.13,5,0,1
fashion,DNN,7,412,9.22,5,2,3
fashion,DNN,7,473,7.93,5,0,0
fashion,DNN,7,483,18.63,5,6,6
fashion,DNN,7,485,20.35,5,5,5
fashion,DNN,7,494,9.4,5,0,1
fashion,DNN,7,498,10.35,5,1,1
fashion,DNN,7,503,30.98,5,1,6
fashion,DNN,7,573,8.49,5,1,2
fashion,DNN,7,574,10.14,5,0,0
