Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
mnist,DNN,4,4,13.31,5,1,1
mnist,DNN,4,6,35.4,5,2,2
mnist,DNN,4,19,11.65,5,4,4
mnist,DNN,4,24,10.29,5,3,4
mnist,DNN,4,27,25.8,5,4,6
mnist,DNN,4,33,306.73,0,0,error
mnist,DNN,4,42,11.74,5,3,4
mnist,DNN,4,48,12.57,5,1,2
mnist,DNN,4,49,12.0,5,1,1
mnist,DNN,4,56,16.97,5,3,3
mnist,DNN,4,65,10.79,5,5,5
mnist,DNN,4,67,14.39,5,2,2
mnist,DNN,4,85,17.55,5,1,2
mnist,DNN,4,95,14.31,5,1,2
mnist,DNN,4,103,10.82,5,1,1
mnist,DNN,4,109,15.05,5,5,5
mnist,DNN,4,115,8.96,0,6,8
mnist,DNN,4,116,9.62,5,5,6
mnist,DNN,4,117,16.08,5,4,5
mnist,DNN,4,121,24.15,5,8,8
mnist,DNN,4,139,12.58,5,4,5
mnist,DNN,4,159,8.16,5,1,1
mnist,DNN,4,160,24.93,5,4,4
mnist,DNN,4,163,18.98,5,2,3
mnist,DNN,4,166,9.92,5,6,6
mnist,DNN,4,169,10.86,5,3,3
mnist,DNN,4,170,12.58,5,2,4
mnist,DNN,4,198,19.92,5,3,4
mnist,DNN,4,210,29.31,5,2,2
mnist,DNN,4,227,7.74,5,2,2
mnist,DNN,4,238,12.2,5,2,2
mnist,DNN,4,247,32.15,5,5,5
mnist,DNN,4,248,18.31,5,2,3
mnist,DNN,4,250,24.95,5,1,4
mnist,DNN,4,275,21.78,5,2,2
mnist,DNN,4,287,27.65,4,3,6
mnist,DNN,4,295,17.42,5,4,4
mnist,DNN,4,300,7.96,0,1,4
mnist,DNN,4,304,13.71,5,2,2
mnist,DNN,4,308,13.67,5,2,2
mnist,DNN,4,325,9.23,5,8,8
mnist,DNN,4,360,23.11,0,4,6
mnist,DNN,4,376,25.57,5,2,4
mnist,DNN,4,379,23.75,5,2,2
mnist,DNN,4,398,22.8,5,2,2
mnist,DNN,4,399,11.52,5,2,2
mnist,DNN,4,405,95.25,5,2,3
mnist,DNN,4,420,10.48,5,8,8
mnist,DNN,4,425,12.39,5,4,4
mnist,DNN,4,428,14.15,5,3,4
