Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
fashion,RF,2,1,11.85,5,0,0
fashion,RF,2,16,8.82,5,2,2
fashion,RF,2,20,22.68,0,0,3
fashion,RF,2,46,16.51,5,4,4
fashion,RF,2,48,14.39,5,3,3
fashion,RF,2,49,14.55,5,1,2
fashion,RF,2,54,15.66,5,2,2
fashion,RF,2,55,9.33,5,0,0
fashion,RF,2,66,21.43,1,2,5
fashion,RF,2,72,36.86,5,1,2
fashion,RF,2,74,19.06,5,4,4
fashion,RF,2,77,11.89,5,0,0
fashion,RF,2,87,9.68,5,0,0
fashion,RF,2,99,9.49,5,0,0
fashion,RF,2,103,11.52,5,0,0
fashion,RF,2,110,9.31,5,0,0
fashion,RF,2,115,12.78,5,0,0
fashion,RF,2,136,9.32,5,0,0
fashion,RF,2,138,17.3,5,3,4
fashion,RF,2,148,9.92,5,1,1
fashion,RF,2,149,9.56,5,0,0
fashion,RF,2,161,10.02,5,0,0
fashion,RF,2,169,16.57,5,0,3
fashion,RF,2,172,10.19,5,2,3
fashion,RF,2,174,34.87,5,0,4
fashion,RF,2,191,9.55,5,0,0
fashion,RF,2,195,10.11,5,0,0
fashion,RF,2,202,10.5,5,1,2
fashion,RF,2,204,12.13,5,0,0
fashion,RF,2,219,11.34,5,0,0
fashion,RF,2,222,11.02,5,2,2
fashion,RF,2,227,8.81,5,0,0
fashion,RF,2,233,9.28,5,0,0
fashion,RF,2,243,10.12,5,0,1
fashion,RF,2,248,10.77,5,1,1
fashion,RF,2,249,10.79,5,0,0
fashion,RF,2,255,21.22,5,2,3
fashion,RF,2,258,11.18,5,0,0
fashion,RF,2,273,281.12,0,0,error
fashion,RF,2,306,18.2,5,3,4
fashion,RF,2,314,290.32,0,0,error
fashion,RF,2,321,10.75,5,0,0
fashion,RF,2,337,16.17,5,0,2
fashion,RF,2,338,10.75,5,1,1
fashion,RF,2,356,10.8,5,1,1
fashion,RF,2,361,9.27,5,1,2
fashion,RF,2,362,11.93,5,1,1
fashion,RF,2,367,11.27,5,1,1
fashion,RF,2,368,9.03,5,1,2
fashion,RF,2,379,9.55,5,0,2
