Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
mnist,RF,7,0,23.97,4,3,5
mnist,RF,7,17,9.31,3,6,6
mnist,RF,7,26,9.49,0,2,2
mnist,RF,7,34,14.67,0,0,1
mnist,RF,7,36,21.17,0,5,6
mnist,RF,7,41,13.27,1,6,6
mnist,RF,7,60,33.75,0,3,7
mnist,RF,7,64,12.63,4,3,3
mnist,RF,7,70,13.98,1,0,1
mnist,RF,7,75,19.44,1,5,6
mnist,RF,7,79,286.94,0,0,error
mnist,RF,7,80,60.62,0,7,8
mnist,RF,7,83,29.34,0,13,13
mnist,RF,7,86,51.11,5,1,1
mnist,RF,7,97,286.37,0,0,error
mnist,RF,7,111,16.71,4,6,6
mnist,RF,7,114,41.36,5,4,4
mnist,RF,7,122,10.92,0,5,5
mnist,RF,7,124,21.57,5,5,6
mnist,RF,7,133,15.73,0,8,8
mnist,RF,7,141,23.05,0,6,8
mnist,RF,7,144,35.56,4,4,7
mnist,RF,7,171,119.66,0,3,3
mnist,RF,7,175,8.49,0,4,4
mnist,RF,7,220,48.16,0,7,8
mnist,RF,7,223,22.98,5,1,1
mnist,RF,7,229,13.77,0,9,9
mnist,RF,7,234,9.73,3,10,10
mnist,RF,7,243,11.0,4,10,10
mnist,RF,7,254,10.39,0,7,7
mnist,RF,7,255,11.81,3,10,10
mnist,RF,7,262,61.11,0,7,8
mnist,RF,7,263,25.15,5,3,4
mnist,RF,7,282,21.25,0,0,0
mnist,RF,7,301,12.47,0,5,5
mnist,RF,7,307,18.61,4,7,7
mnist,RF,7,328,29.61,5,4,5
mnist,RF,7,337,23.45,1,5,6
mnist,RF,7,358,16.18,0,3,4
mnist,RF,7,370,21.84,1,10,11
mnist,RF,7,383,9.79,0,7,7
mnist,RF,7,410,62.19,0,6,8
mnist,RF,7,411,27.55,5,7,7
mnist,RF,7,413,287.9,0,0,error
mnist,RF,7,415,14.39,0,7,7
mnist,RF,7,438,8.34,0,2,2
mnist,RF,7,468,22.71,0,6,7
mnist,RF,7,482,21.72,0,9,11
mnist,RF,7,494,17.11,5,1,2
mnist,RF,7,510,11.55,3,3,3
