Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
fashion,DNN,2,1,10.78,5,0,0
fashion,DNN,2,16,10.66,5,1,2
fashion,DNN,2,20,15.6,5,0,3
fashion,DNN,2,46,9.22,5,1,1
fashion,DNN,2,48,9.61,5,1,1
fashion,DNN,2,49,15.15,5,2,3
fashion,DNN,2,54,10.46,5,1,3
fashion,DNN,2,55,9.12,5,0,2
fashion,DNN,2,66,18.49,1,1,2
fashion,DNN,2,72,9.67,5,0,0
fashion,DNN,2,74,10.34,5,1,3
fashion,DNN,2,77,9.36,5,0,0
fashion,DNN,2,87,8.21,5,0,0
fashion,DNN,2,99,7.71,5,0,0
fashion,DNN,2,103,9.99,5,2,3
fashion,DNN,2,110,8.65,5,0,3
fashion,DNN,2,115,146.6,5,3,3
fashion,DNN,2,136,9.58,5,0,0
fashion,DNN,2,138,9.64,5,0,0
fashion,DNN,2,148,8.33,5,0,0
fashion,DNN,2,149,8.04,5,0,0
fashion,DNN,2,161,8.22,5,0,0
fashion,DNN,2,169,8.71,5,0,1
fashion,DNN,2,172,8.99,5,2,2
fashion,DNN,2,174,9.78,5,0,0
fashion,DNN,2,191,9.26,5,1,1
fashion,DNN,2,195,10.11,5,2,3
fashion,DNN,2,202,8.76,5,0,0
fashion,DNN,2,204,9.1,5,0,0
fashion,DNN,2,219,11.13,5,0,0
fashion,DNN,2,222,19.21,5,0,2
fashion,DNN,2,227,19.02,5,1,2
fashion,DNN,2,233,8.45,5,0,0
fashion,DNN,2,243,9.61,5,2,2
fashion,DNN,2,248,9.77,5,0,1
fashion,DNN,2,249,35.5,5,0,1
fashion,DNN,2,255,7.9,5,0,0
fashion,DNN,2,258,10.25,5,0,0
fashion,DNN,2,273,283.39,0,0,error
fashion,DNN,2,306,7.83,5,0,0
fashion,DNN,2,314,58.48,5,0,1
fashion,DNN,2,321,12.26,5,1,1
fashion,DNN,2,337,10.51,5,0,0
fashion,DNN,2,338,8.62,5,1,1
fashion,DNN,2,356,10.93,5,1,2
fashion,DNN,2,361,8.9,2,4,4
fashion,DNN,2,362,7.44,5,0,0
fashion,DNN,2,367,8.22,5,1,2
fashion,DNN,2,368,12.16,5,0,0
fashion,DNN,2,379,8.51,5,0,1
