Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
fashion,RF,6,4,9.84,5,2,3
fashion,RF,6,7,8.36,5,0,1
fashion,RF,6,26,8.26,5,2,2
fashion,RF,6,40,8.28,5,0,0
fashion,RF,6,44,11.33,5,2,2
fashion,RF,6,73,8.98,5,0,2
fashion,RF,6,89,9.02,5,0,0
fashion,RF,6,92,12.17,5,0,0
fashion,RF,6,101,18.47,5,1,2
fashion,RF,6,117,11.61,5,1,2
fashion,RF,6,135,7.48,5,0,0
fashion,RF,6,145,14.27,5,1,3
fashion,RF,6,147,9.42,5,0,0
fashion,RF,6,183,9.69,3,4,4
fashion,RF,6,193,9.82,5,1,2
fashion,RF,6,198,13.15,5,2,3
fashion,RF,6,217,11.27,5,2,2
fashion,RF,6,226,18.8,5,1,2
fashion,RF,6,241,9.24,5,0,0
fashion,RF,6,244,19.48,5,4,4
fashion,RF,6,246,8.46,5,0,0
fashion,RF,6,252,13.59,5,4,4
fashion,RF,6,265,8.44,5,0,0
fashion,RF,6,269,12.94,5,1,3
fashion,RF,6,282,9.37,5,2,2
fashion,RF,6,285,16.74,5,0,1
fashion,RF,6,286,9.92,5,2,2
fashion,RF,6,293,13.02,5,1,2
fashion,RF,6,302,15.44,5,0,0
fashion,RF,6,312,9.87,5,0,1
fashion,RF,6,318,11.1,5,1,1
fashion,RF,6,322,8.19,5,0,0
fashion,RF,6,325,8.19,1,1,1
fashion,RF,6,344,11.43,5,2,2
fashion,RF,6,354,10.06,5,1,1
fashion,RF,6,387,9.28,5,1,1
fashion,RF,6,389,15.83,5,1,2
fashion,RF,6,390,13.97,3,1,1
fashion,RF,6,397,8.29,5,0,0
fashion,RF,6,406,15.93,5,1,2
fashion,RF,6,407,9.57,5,3,4
fashion,RF,6,411,9.19,5,0,0
fashion,RF,6,430,8.6,5,1,1
fashion,RF,6,437,15.4,5,1,1
fashion,RF,6,444,7.78,5,0,0
fashion,RF,6,459,9.27,5,0,0
fashion,RF,6,474,10.24,5,2,4
fashion,RF,6,512,8.82,5,1,1
fashion,RF,6,548,16.53,5,0,1
fashion,RF,6,550,7.8,5,0,0
