Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
mnist,DNN,0,3,21.79,5,2,5
mnist,DNN,0,10,11.08,5,2,2
mnist,DNN,0,13,14.66,5,0,1
mnist,DNN,0,25,13.68,5,1,2
mnist,DNN,0,28,19.89,5,2,4
mnist,DNN,0,55,18.83,5,2,4
mnist,DNN,0,69,8.95,5,3,3
mnist,DNN,0,71,7.95,5,0,0
mnist,DNN,0,101,14.62,5,3,4
mnist,DNN,0,126,15.01,5,1,2
mnist,DNN,0,136,7.75,5,4,4
mnist,DNN,0,148,8.12,5,1,1
mnist,DNN,0,157,13.86,5,3,4
mnist,DNN,0,183,7.69,5,1,1
mnist,DNN,0,188,14.61,5,1,2
mnist,DNN,0,192,13.21,5,7,7
mnist,DNN,0,194,15.01,5,2,3
mnist,DNN,0,215,7.93,5,2,2
mnist,DNN,0,246,8.76,5,0,0
mnist,DNN,0,269,8.01,5,3,3
mnist,DNN,0,271,9.13,5,0,0
mnist,DNN,0,294,9.4,5,3,3
mnist,DNN,0,296,13.6,5,1,2
mnist,DNN,0,297,8.63,5,2,2
mnist,DNN,0,305,13.69,5,1,2
mnist,DNN,0,311,8.12,5,0,0
mnist,DNN,0,312,12.42,5,3,3
mnist,DNN,0,324,35.16,5,5,6
mnist,DNN,0,327,8.16,5,2,2
mnist,DNN,0,346,19.75,5,1,3
mnist,DNN,0,365,8.98,5,3,4
mnist,DNN,0,372,15.02,5,3,4
mnist,DNN,0,380,13.81,5,0,1
mnist,DNN,0,407,8.47,5,0,0
mnist,DNN,0,424,8.64,5,2,2
mnist,DNN,0,440,25.63,5,1,4
mnist,DNN,0,441,8.08,5,1,1
mnist,DNN,0,443,81.76,5,1,1
mnist,DNN,0,459,13.0,5,1,2
mnist,DNN,0,485,7.9,5,1,2
mnist,DNN,0,490,8.34,5,2,2
mnist,DNN,0,498,11.09,5,3,3
mnist,DNN,0,525,13.05,5,1,1
mnist,DNN,0,545,8.08,5,2,2
mnist,DNN,0,546,14.86,5,0,1
mnist,DNN,0,552,8.26,5,2,2
mnist,DNN,0,561,9.38,5,1,1
mnist,DNN,0,564,9.71,5,2,3
mnist,DNN,0,567,8.77,5,6,6
mnist,DNN,0,581,7.67,5,1,1
