Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
emnist,RF,2,800,33.82,4,3,3
emnist,RF,2,801,300.05,0,0,error
emnist,RF,2,802,17.41,5,0,1
emnist,RF,2,803,25.11,0,0,0
emnist,RF,2,804,30.51,5,1,2
emnist,RF,2,805,20.23,4,2,3
emnist,RF,2,806,301.74,0,0,error
emnist,RF,2,807,301.61,0,0,error
emnist,RF,2,808,301.36,0,0,error
emnist,RF,2,809,302.06,0,0,error
emnist,RF,2,810,16.34,2,6,6
emnist,RF,2,811,150.22,0,0,1
emnist,RF,2,812,300.97,0,0,error
emnist,RF,2,813,26.02,1,4,4
emnist,RF,2,814,216.6,4,4,6
emnist,RF,2,815,38.78,1,2,2
emnist,RF,2,816,15.75,5,1,2
emnist,RF,2,817,9.62,0,0,0
emnist,RF,2,818,49.54,0,2,2
emnist,RF,2,819,17.67,0,0,0
emnist,RF,2,820,24.54,0,0,3
emnist,RF,2,821,16.58,0,0,0
emnist,RF,2,822,301.05,0,0,error
emnist,RF,2,823,300.94,0,0,error
emnist,RF,2,824,301.61,0,0,error
emnist,RF,2,825,112.29,1,2,6
emnist,RF,2,826,32.73,2,3,3
emnist,RF,2,827,22.16,5,2,2
emnist,RF,2,828,10.57,3,0,3
emnist,RF,2,829,9.67,0,1,1
emnist,RF,2,830,10.9,5,0,0
emnist,RF,2,831,301.84,0,0,error
emnist,RF,2,832,300.95,0,0,error
emnist,RF,2,833,34.14,5,1,2
emnist,RF,2,834,25.82,5,1,2
emnist,RF,2,835,66.95,0,1,2
emnist,RF,2,836,12.66,1,1,1
emnist,RF,2,837,75.6,5,1,4
emnist,RF,2,838,243.95,3,0,1
emnist,RF,2,839,120.33,2,3,6
emnist,RF,2,840,66.92,2,1,2
emnist,RF,2,841,306.06,0,0,error
emnist,RF,2,842,301.74,0,0,error
emnist,RF,2,843,18.02,5,1,2
emnist,RF,2,844,302.4,0,0,error
emnist,RF,2,845,32.66,0,0,0
emnist,RF,2,846,301.31,0,0,error
emnist,RF,2,847,124.99,0,0,0
emnist,RF,2,848,16.62,3,1,1
emnist,RF,2,849,303.26,0,0,error
