Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
emnist,DNN,2,800,41.65,0,3,3
emnist,DNN,2,801,59.54,0,1,1
emnist,DNN,2,802,13.4,0,0,0
emnist,DNN,2,803,15.75,0,2,2
emnist,DNN,2,804,39.54,0,4,6
emnist,DNN,2,805,24.77,0,1,1
emnist,DNN,2,806,327.3,0,0,error
emnist,DNN,2,807,319.51,0,0,error
emnist,DNN,2,808,8.91,0,1,1
emnist,DNN,2,809,90.88,0,5,5
emnist,DNN,2,810,210.62,1,0,0
emnist,DNN,2,811,321.86,0,0,error
emnist,DNN,2,812,323.2,0,0,error
emnist,DNN,2,813,27.75,0,0,0
emnist,DNN,2,814,23.71,0,1,2
emnist,DNN,2,815,330.55,0,0,error
emnist,DNN,2,816,11.93,0,3,3
emnist,DNN,2,817,11.87,0,0,0
emnist,DNN,2,818,30.74,0,4,4
emnist,DNN,2,819,83.95,0,2,2
emnist,DNN,2,820,323.93,0,0,error
emnist,DNN,2,821,16.29,0,3,3
emnist,DNN,2,822,320.85,0,0,error
emnist,DNN,2,823,335.31,0,0,error
emnist,DNN,2,824,373.59,0,0,error
emnist,DNN,2,825,30.9,1,2,2
emnist,DNN,2,826,11.15,0,5,5
emnist,DNN,2,827,51.74,0,4,6
emnist,DNN,2,828,183.46,0,2,2
emnist,DNN,2,829,347.44,0,0,error
emnist,DNN,2,830,11.81,0,4,4
emnist,DNN,2,831,19.85,0,0,0
emnist,DNN,2,832,346.02,0,0,error
emnist,DNN,2,833,28.05,0,6,6
emnist,DNN,2,834,36.42,0,5,6
emnist,DNN,2,835,249.31,0,1,2
emnist,DNN,2,836,10.2,0,3,3
emnist,DNN,2,837,12.16,0,1,1
emnist,DNN,2,838,353.68,0,0,error
emnist,DNN,2,839,147.18,0,3,3
emnist,DNN,2,840,349.62,0,0,error
emnist,DNN,2,841,60.34,0,0,0
emnist,DNN,2,842,347.71,0,0,error
emnist,DNN,2,843,14.4,0,3,3
emnist,DNN,2,844,349.23,0,0,error
emnist,DNN,2,845,12.39,0,2,2
emnist,DNN,2,846,344.02,0,0,error
emnist,DNN,2,847,29.17,0,2,2
emnist,DNN,2,848,27.99,0,6,6
emnist,DNN,2,849,17.63,0,1,1
