Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
emnist,RF,7,4800,10.69,3,0,1
emnist,RF,7,4801,31.41,2,1,1
emnist,RF,7,4802,309.16,0,0,error
emnist,RF,7,4803,10.38,3,0,1
emnist,RF,7,4804,311.54,0,0,error
emnist,RF,7,4805,310.84,0,0,error
emnist,RF,7,4806,11.01,5,0,0
emnist,RF,7,4807,311.24,0,0,error
emnist,RF,7,4808,8.23,0,1,1
emnist,RF,7,4809,310.18,0,0,error
emnist,RF,7,4810,29.81,4,1,1
emnist,RF,7,4811,13.11,5,0,0
emnist,RF,7,4812,27.48,5,3,3
emnist,RF,7,4813,311.1,0,0,error
emnist,RF,7,4814,310.72,0,0,error
emnist,RF,7,4815,21.66,5,1,2
emnist,RF,7,4816,309.76,0,0,error
emnist,RF,7,4817,309.0,0,0,error
emnist,RF,7,4818,38.46,0,1,1
emnist,RF,7,4819,99.17,5,0,1
emnist,RF,7,4820,311.45,0,0,error
emnist,RF,7,4821,29.48,5,1,1
emnist,RF,7,4822,23.01,5,4,4
emnist,RF,7,4823,209.24,3,0,0
emnist,RF,7,4824,15.97,5,1,2
emnist,RF,7,4825,308.17,0,0,error
emnist,RF,7,4826,309.26,0,0,error
emnist,RF,7,4827,309.62,0,0,error
emnist,RF,7,4828,311.12,0,0,error
emnist,RF,7,4829,309.78,0,0,error
emnist,RF,7,4830,11.94,5,2,2
emnist,RF,7,4831,16.71,0,1,1
emnist,RF,7,4832,310.49,0,0,error
emnist,RF,7,4833,309.96,0,0,error
emnist,RF,7,4834,35.79,1,1,3
emnist,RF,7,4835,8.98,1,0,1
emnist,RF,7,4836,15.27,0,1,3
emnist,RF,7,4837,116.56,5,3,3
emnist,RF,7,4838,8.71,5,0,0
emnist,RF,7,4839,310.48,0,0,error
emnist,RF,7,4840,53.71,5,0,7
emnist,RF,7,4841,311.36,0,0,error
emnist,RF,7,4842,311.15,0,0,error
emnist,RF,7,4843,17.54,4,1,2
emnist,RF,7,4844,21.46,2,1,2
emnist,RF,7,4845,26.81,5,2,3
emnist,RF,7,4846,36.14,4,3,6
emnist,RF,7,4847,312.01,0,0,error
emnist,RF,7,4848,309.8,0,0,error
emnist,RF,7,4849,10.83,5,3,3
