Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
fashion,RF,9,0,19.05,5,1,2
fashion,RF,9,23,10.13,5,0,0
fashion,RF,9,28,10.08,5,2,2
fashion,RF,9,39,11.26,5,0,0
fashion,RF,9,68,11.63,5,2,2
fashion,RF,9,83,8.85,5,0,0
fashion,RF,9,107,13.33,5,0,1
fashion,RF,9,108,9.65,5,1,1
fashion,RF,9,122,9.15,5,1,1
fashion,RF,9,123,9.58,5,0,0
fashion,RF,9,132,9.62,5,0,0
fashion,RF,9,158,11.99,5,1,1
fashion,RF,9,163,13.86,5,2,2
fashion,RF,9,165,9.72,5,1,1
fashion,RF,9,178,26.64,5,0,1
fashion,RF,9,181,10.09,5,2,2
fashion,RF,9,185,9.66,5,0,1
fashion,RF,9,186,15.74,5,0,1
fashion,RF,9,203,9.63,5,2,2
fashion,RF,9,208,8.6,5,0,0
fashion,RF,9,232,9.67,5,1,1
fashion,RF,9,234,8.53,5,0,0
fashion,RF,9,242,10.42,5,1,2
fashion,RF,9,250,8.24,5,0,2
fashion,RF,9,268,12.76,5,1,1
fashion,RF,9,291,8.78,5,0,0
fashion,RF,9,297,8.07,5,0,0
fashion,RF,9,307,8.56,5,1,1
fashion,RF,9,316,8.83,5,1,1
fashion,RF,9,346,8.32,5,0,0
fashion,RF,9,348,13.77,5,1,2
fashion,RF,9,349,12.81,5,0,1
fashion,RF,9,372,9.71,5,0,0
fashion,RF,9,375,10.88,5,0,0
fashion,RF,9,377,8.81,5,0,0
fashion,RF,9,392,8.8,5,0,0
fashion,RF,9,401,11.73,5,2,3
fashion,RF,9,414,8.93,5,0,0
fashion,RF,9,428,13.63,5,3,3
fashion,RF,9,441,11.36,5,0,0
fashion,RF,9,448,18.38,5,1,3
fashion,RF,9,456,12.32,5,2,2
fashion,RF,9,470,10.42,5,2,2
fashion,RF,9,477,17.94,2,1,3
fashion,RF,9,479,9.04,5,0,0
fashion,RF,9,481,12.29,5,2,2
fashion,RF,9,493,8.53,5,0,0
fashion,RF,9,495,14.55,1,0,2
fashion,RF,9,514,11.16,5,1,1
fashion,RF,9,518,13.04,2,0,1
