Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
fashion,RF,0,19,9.53,5,0,0
fashion,RF,0,27,8.77,5,1,1
fashion,RF,0,35,11.87,5,3,4
fashion,RF,0,59,10.37,5,2,2
fashion,RF,0,71,10.3,5,0,1
fashion,RF,0,85,10.03,5,1,1
fashion,RF,0,88,8.58,5,0,0
fashion,RF,0,96,16.4,5,1,2
fashion,RF,0,113,10.02,5,1,1
fashion,RF,0,120,9.55,5,1,1
fashion,RF,0,121,8.53,5,0,0
fashion,RF,0,125,10.4,5,0,0
fashion,RF,0,141,42.94,5,0,2
fashion,RF,0,142,10.68,5,0,0
fashion,RF,0,143,9.18,5,0,0
fashion,RF,0,155,8.86,5,0,0
fashion,RF,0,164,11.01,5,2,2
fashion,RF,0,170,8.09,5,0,0
fashion,RF,0,177,10.91,5,3,5
fashion,RF,0,180,9.05,5,1,2
fashion,RF,0,201,11.25,5,1,1
fashion,RF,0,206,11.86,5,3,3
fashion,RF,0,223,8.64,5,0,0
fashion,RF,0,229,9.52,5,0,0
fashion,RF,0,235,9.94,5,0,1
fashion,RF,0,260,8.88,5,1,1
fashion,RF,0,263,11.2,5,0,0
fashion,RF,0,264,10.81,5,3,3
fashion,RF,0,272,9.65,5,0,0
fashion,RF,0,275,9.05,5,0,0
fashion,RF,0,280,10.08,5,0,0
fashion,RF,0,284,10.82,5,1,2
fashion,RF,0,304,10.81,5,0,0
fashion,RF,0,305,13.48,5,0,2
fashion,RF,0,332,8.81,5,1,1
fashion,RF,0,341,9.75,5,0,0
fashion,RF,0,355,8.47,5,0,1
fashion,RF,0,359,9.84,5,1,3
fashion,RF,0,370,12.39,5,3,3
fashion,RF,0,374,9.98,5,1,3
fashion,RF,0,381,19.53,5,2,3
fashion,RF,0,395,9.89,5,1,2
fashion,RF,0,400,9.42,5,0,1
fashion,RF,0,403,9.92,5,0,0
fashion,RF,0,410,9.74,5,0,0
fashion,RF,0,440,9.77,5,0,0
fashion,RF,0,452,9.21,5,1,1
fashion,RF,0,454,9.81,5,0,0
fashion,RF,0,458,9.36,5,1,1
fashion,RF,0,463,8.12,5,1,1
