Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
mnist,RF,5,8,11.67,0,2,2
mnist,RF,5,15,9.87,3,5,5
mnist,RF,5,23,21.08,0,10,10
mnist,RF,5,45,9.43,1,5,5
mnist,RF,5,52,28.2,5,1,2
mnist,RF,5,53,10.74,0,5,5
mnist,RF,5,59,14.75,0,3,4
mnist,RF,5,102,113.69,1,11,13
mnist,RF,5,120,105.54,1,7,11
mnist,RF,5,127,7.92,0,1,1
mnist,RF,5,129,8.15,0,1,1
mnist,RF,5,132,89.5,2,9,10
mnist,RF,5,152,9.23,0,1,2
mnist,RF,5,153,11.67,1,12,12
mnist,RF,5,155,36.44,5,5,5
mnist,RF,5,162,28.71,5,7,7
mnist,RF,5,165,29.44,5,4,4
mnist,RF,5,167,9.19,5,11,11
mnist,RF,5,182,9.18,0,1,1
mnist,RF,5,187,9.62,0,0,0
mnist,RF,5,207,51.06,0,8,9
mnist,RF,5,211,8.19,0,1,1
mnist,RF,5,218,7.88,0,2,2
mnist,RF,5,219,37.71,5,4,4
mnist,RF,5,240,18.3,3,12,13
mnist,RF,5,253,11.03,0,12,12
mnist,RF,5,261,9.32,3,6,6
mnist,RF,5,283,15.3,0,9,10
mnist,RF,5,289,8.55,0,4,4
mnist,RF,5,317,8.36,5,6,6
mnist,RF,5,319,35.9,0,4,6
mnist,RF,5,333,9.14,0,3,3
mnist,RF,5,340,9.17,5,5,5
mnist,RF,5,347,37.13,1,9,12
mnist,RF,5,351,8.43,0,1,1
mnist,RF,5,352,14.94,5,3,3
mnist,RF,5,356,18.23,5,9,9
mnist,RF,5,364,54.36,5,8,9
mnist,RF,5,367,22.41,0,4,6
mnist,RF,5,375,8.22,0,3,4
mnist,RF,5,395,8.46,0,2,2
mnist,RF,5,397,15.09,2,4,4
mnist,RF,5,406,18.31,2,8,9
mnist,RF,5,412,49.88,5,5,9
mnist,RF,5,433,8.9,0,1,1
mnist,RF,5,460,8.88,0,5,5
mnist,RF,5,469,121.73,1,10,12
mnist,RF,5,478,9.22,0,5,5
mnist,RF,5,483,8.82,0,3,3
mnist,RF,5,491,28.28,0,10,10
