Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
fashion,RF,1,2,10.53,5,0,0
fashion,RF,1,3,9.47,5,0,1
fashion,RF,1,5,23.59,2,2,4
fashion,RF,1,15,17.8,5,1,2
fashion,RF,1,24,10.35,5,3,3
fashion,RF,1,41,10.54,5,0,0
fashion,RF,1,47,9.63,5,2,2
fashion,RF,1,64,9.49,5,1,2
fashion,RF,1,65,10.75,5,0,1
fashion,RF,1,76,10.03,5,2,3
fashion,RF,1,80,9.51,5,1,1
fashion,RF,1,94,9.33,5,1,2
fashion,RF,1,97,15.03,3,0,1
fashion,RF,1,128,10.98,5,1,1
fashion,RF,1,131,11.64,5,1,1
fashion,RF,1,133,15.69,5,0,2
fashion,RF,1,137,8.89,5,0,0
fashion,RF,1,140,9.27,5,1,1
fashion,RF,1,144,10.07,5,0,0
fashion,RF,1,146,8.83,5,0,0
fashion,RF,1,152,17.48,5,2,3
fashion,RF,1,173,8.94,5,1,1
fashion,RF,1,175,9.86,5,4,4
fashion,RF,1,179,9.01,5,1,1
fashion,RF,1,190,11.48,5,1,1
fashion,RF,1,192,13.24,5,1,1
fashion,RF,1,199,8.9,5,0,0
fashion,RF,1,200,10.97,5,4,5
fashion,RF,1,211,14.52,5,1,1
fashion,RF,1,214,9.4,5,2,2
fashion,RF,1,216,10.94,5,1,1
fashion,RF,1,237,8.98,5,0,0
fashion,RF,1,270,9.67,5,0,0
fashion,RF,1,281,8.8,5,0,0
fashion,RF,1,296,9.3,4,0,1
fashion,RF,1,310,9.12,5,0,0
fashion,RF,1,317,12.48,3,0,1
fashion,RF,1,334,15.67,5,0,1
fashion,RF,1,343,9.21,5,3,3
fashion,RF,1,345,9.03,5,0,0
fashion,RF,1,350,9.93,5,1,2
fashion,RF,1,360,9.04,5,0,0
fashion,RF,1,386,14.17,5,1,3
fashion,RF,1,398,9.28,5,1,1
fashion,RF,1,409,12.05,5,3,3
fashion,RF,1,417,15.42,5,1,2
fashion,RF,1,436,22.95,5,3,5
fashion,RF,1,438,9.1,5,1,1
fashion,RF,1,447,8.02,5,2,2
fashion,RF,1,453,8.25,5,1,1
