Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
fashion,DNN,6,4,10.19,5,0,0
fashion,DNN,6,7,19.49,5,2,3
fashion,DNN,6,26,12.07,0,2,3
fashion,DNN,6,40,8.73,5,0,0
fashion,DNN,6,44,10.43,5,2,2
fashion,DNN,6,73,9.56,5,1,1
fashion,DNN,6,89,7.79,5,0,0
fashion,DNN,6,92,10.46,5,0,1
fashion,DNN,6,101,8.78,5,0,1
fashion,DNN,6,117,33.76,5,2,2
fashion,DNN,6,135,8.93,5,1,1
fashion,DNN,6,145,15.07,5,4,4
fashion,DNN,6,147,32.32,5,1,2
fashion,DNN,6,183,13.62,2,5,5
fashion,DNN,6,193,8.57,5,1,1
fashion,DNN,6,198,10.92,1,4,4
fashion,DNN,6,217,9.56,5,2,2
fashion,DNN,6,226,14.65,5,1,2
fashion,DNN,6,241,11.27,3,4,4
fashion,DNN,6,244,10.33,5,0,0
fashion,DNN,6,246,13.17,5,1,1
fashion,DNN,6,252,21.05,3,2,2
fashion,DNN,6,265,8.44,5,0,0
fashion,DNN,6,269,19.61,5,3,5
fashion,DNN,6,282,8.78,0,2,2
fashion,DNN,6,285,9.89,5,0,0
fashion,DNN,6,286,9.29,1,0,0
fashion,DNN,6,293,16.62,3,3,4
fashion,DNN,6,302,24.43,5,0,1
fashion,DNN,6,312,14.56,3,3,3
fashion,DNN,6,318,15.67,5,3,3
fashion,DNN,6,322,8.51,4,3,3
fashion,DNN,6,325,9.19,5,0,0
fashion,DNN,6,344,9.55,0,1,1
fashion,DNN,6,354,8.43,1,0,1
fashion,DNN,6,387,12.7,0,4,4
fashion,DNN,6,389,12.7,5,2,3
fashion,DNN,6,390,10.78,1,0,1
fashion,DNN,6,397,10.07,5,1,1
fashion,DNN,6,406,17.09,5,2,2
fashion,DNN,6,407,8.31,5,2,2
fashion,DNN,6,411,12.07,3,1,1
fashion,DNN,6,430,8.6,5,1,1
fashion,DNN,6,437,10.8,0,0,1
fashion,DNN,6,444,12.12,1,2,2
fashion,DNN,6,459,8.92,5,2,2
fashion,DNN,6,474,12.91,5,2,2
fashion,DNN,6,512,13.39,0,1,1
fashion,DNN,6,548,10.43,2,2,2
fashion,DNN,6,550,9.52,5,0,0
