Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
fashion,RF,7,9,18.95,3,0,3
fashion,RF,7,12,25.12,4,0,0
fashion,RF,7,22,8.81,5,0,0
fashion,RF,7,36,10.6,5,2,4
fashion,RF,7,38,8.9,5,0,0
fashion,RF,7,43,9.18,5,1,1
fashion,RF,7,45,21.29,5,1,1
fashion,RF,7,60,8.64,5,0,0
fashion,RF,7,61,10.51,5,0,0
fashion,RF,7,70,9.73,5,2,2
fashion,RF,7,93,14.87,5,2,2
fashion,RF,7,102,10.66,5,0,0
fashion,RF,7,104,10.35,5,0,0
fashion,RF,7,112,14.01,3,1,2
fashion,RF,7,118,8.86,5,1,1
fashion,RF,7,157,9.45,5,0,0
fashion,RF,7,160,13.77,5,2,2
fashion,RF,7,167,9.76,5,0,0
fashion,RF,7,184,20.03,5,0,4
fashion,RF,7,189,8.74,5,0,0
fashion,RF,7,207,9.65,5,0,0
fashion,RF,7,218,9.45,5,0,0
fashion,RF,7,224,8.44,5,0,1
fashion,RF,7,225,9.51,5,0,0
fashion,RF,7,228,10.95,5,1,1
fashion,RF,7,230,10.75,5,0,1
fashion,RF,7,251,10.3,5,0,0
fashion,RF,7,278,9.98,5,1,1
fashion,RF,7,287,9.74,5,0,0
fashion,RF,7,308,9.53,5,1,1
fashion,RF,7,309,11.01,5,3,3
fashion,RF,7,326,10.87,5,0,2
fashion,RF,7,327,10.51,5,0,0
fashion,RF,7,328,9.36,5,0,0
fashion,RF,7,331,14.73,5,2,2
fashion,RF,7,333,13.45,5,1,2
fashion,RF,7,336,13.06,5,0,2
fashion,RF,7,351,9.6,5,0,0
fashion,RF,7,365,9.51,5,2,2
fashion,RF,7,371,12.23,5,0,2
fashion,RF,7,402,9.6,5,0,0
fashion,RF,7,412,9.71,5,0,0
fashion,RF,7,473,10.67,5,1,1
fashion,RF,7,483,13.92,5,2,2
fashion,RF,7,485,9.39,5,0,0
fashion,RF,7,494,11.4,5,2,4
fashion,RF,7,498,8.57,5,1,1
fashion,RF,7,503,14.8,5,0,1
fashion,RF,7,573,8.57,5,0,1
fashion,RF,7,574,10.14,5,1,1
