Dataset,Algo,Class,id,Time,factuals / 5,cfact,crules
fashion,DNN,3,13,9.35,5,0,0
fashion,DNN,3,29,8.19,4,1,1
fashion,DNN,3,32,17.62,5,1,2
fashion,DNN,3,33,11.26,5,1,1
fashion,DNN,3,42,7.6,2,0,1
fashion,DNN,3,67,16.01,5,1,2
fashion,DNN,3,75,10.95,5,1,2
fashion,DNN,3,86,9.6,5,1,1
fashion,DNN,3,91,14.39,5,1,1
fashion,DNN,3,100,8.46,5,0,0
fashion,DNN,3,124,8.25,5,1,1
fashion,DNN,3,159,9.15,5,1,1
fashion,DNN,3,162,8.3,5,0,0
fashion,DNN,3,176,10.24,5,3,4
fashion,DNN,3,182,16.25,5,2,4
fashion,DNN,3,194,7.93,5,0,0
fashion,DNN,3,197,8.21,5,0,1
fashion,DNN,3,215,10.01,5,0,0
fashion,DNN,3,259,18.32,5,0,2
fashion,DNN,3,266,8.67,5,2,2
fashion,DNN,3,271,26.49,5,4,5
fashion,DNN,3,274,14.98,5,0,1
fashion,DNN,3,277,10.74,5,1,1
fashion,DNN,3,283,12.38,5,1,1
fashion,DNN,3,300,8.13,5,0,1
fashion,DNN,3,301,8.19,5,1,1
fashion,DNN,3,311,9.0,5,0,0
fashion,DNN,3,329,8.25,5,1,1
fashion,DNN,3,330,7.98,5,0,0
fashion,DNN,3,335,8.1,5,0,0
fashion,DNN,3,339,10.69,5,0,0
fashion,DNN,3,342,8.08,5,0,0
fashion,DNN,3,353,17.15,5,2,4
fashion,DNN,3,366,7.93,5,0,0
fashion,DNN,3,376,7.36,5,1,1
fashion,DNN,3,383,8.58,5,0,0
fashion,DNN,3,421,9.23,5,8,8
fashion,DNN,3,439,7.91,5,1,1
fashion,DNN,3,446,8.55,5,0,0
fashion,DNN,3,450,13.01,4,1,2
fashion,DNN,3,451,9.68,5,0,0
fashion,DNN,3,460,17.9,5,2,4
fashion,DNN,3,465,9.16,5,0,0
fashion,DNN,3,466,8.15,5,0,0
fashion,DNN,3,482,8.76,5,0,0
fashion,DNN,3,490,10.31,0,6,6
fashion,DNN,3,522,15.48,5,2,3
fashion,DNN,3,536,11.7,5,3,4
fashion,DNN,3,539,8.38,5,1,1
fashion,DNN,3,557,12.86,4,0,1
